,height,weight,size,color
752,182.88,95.70799007000001,L,yellow
753,180.34,89.81128926000001,XL,purple
754,177.8,77.1107029,M,green
755,177.8,99.79032140000001,L,yellow
756,175.26,86.1825503,M,green
757,180.34,92.98643585,M,green
758,175.26,90.718474,XS,blue
759,180.34,74.84274105,M,green
760,167.64000000000001,72.57477920000001,S,red
761,180.34,106.59420695,XL,purple
762,177.8,81.6466266,XL,purple
763,180.34,92.98643585,L,yellow
764,172.72,83.91458845000001,XS,blue
765,182.88,79.83225712000001,XL,purple
766,172.72,83.91458845000001,L,yellow
767,180.34,74.84274105,XS,blue
768,172.72,76.20351816,XL,purple
769,177.8,86.1825503,M,green
770,175.26,79.37866475,L,yellow
771,180.34,102.05828325,L,yellow
772,167.64000000000001,72.12118683,XS,blue
773,177.8,79.37866475,XS,blue
774,182.88,90.718474,S,red
775,187.96,83.91458845000001,L,yellow
776,157.48,85.72895793,L,yellow
777,180.34,82.55381134000001,XL,purple
778,175.26,95.2543977,S,red
779,177.8,79.37866475,L,yellow
780,187.96,102.05828325,XS,blue
781,180.34,84.82177319,L,yellow
782,180.34,90.26488163,M,green
783,175.26,81.6466266,M,green
784,175.26,89.81128926000001,M,green
785,193.04,115.66605435000001,XL,purple
786,180.34,92.53284348000001,L,yellow
787,182.88,104.32624510000001,XL,purple
788,165.1,89.81128926000001,L,yellow
789,187.96,95.2543977,S,red
790,175.26,79.37866475,XS,blue
791,180.34,108.8621688,L,yellow
792,172.72,95.2543977,XS,blue
793,170.18,83.91458845000001,L,yellow
794,182.88,106.59420695,L,yellow
795,160.02,77.1107029,L,yellow
796,190.5,108.8621688,S,red
797,180.34,90.718474,L,yellow
798,187.96,99.79032140000001,L,yellow
799,177.8,90.718474,M,green
800,185.42000000000002,108.40857643000001,XS,blue
801,177.8,98.42954429000001,XL,purple
802,198.12,108.8621688,XL,purple
803,172.72,81.6466266,L,yellow
804,187.96,89.35769689,L,yellow
805,177.8,86.1825503,M,green
806,172.72,80.28584949,L,yellow
807,180.34,87.08973504000001,XL,purple
808,172.72,88.45051215000001,M,green
809,180.34,92.98643585,XL,purple
810,187.96,90.718474,M,green
811,180.34,90.26488163,L,yellow
812,180.34,97.06876718000001,M,green
813,175.26,95.2543977,L,yellow
814,180.34,79.37866475,M,green
815,177.8,100.24391377,M,green
816,177.8,81.6466266,XL,purple
817,167.64000000000001,88.45051215000001,L,yellow
818,175.26,79.37866475,L,yellow
819,193.04,102.05828325,XL,purple
820,172.72,79.37866475,L,yellow
821,182.88,97.52235955,XL,purple
822,180.34,85.27536556,XS,blue
823,185.42000000000002,94.80080533,M,green
824,175.26,79.37866475,L,yellow
825,190.5,113.3980925,M,green
826,170.18,85.27536556,M,green
827,170.18,73.48196394,M,green
828,182.88,95.2543977,S,red
829,187.96,85.72895793,XL,purple
830,182.88,74.84274105,L,yellow
831,172.72,76.20351816,M,green
832,172.72,83.91458845000001,L,yellow
833,172.72,86.1825503,L,yellow
834,182.88,92.98643585,S,red
835,172.72,90.718474,XL,purple
836,185.42000000000002,102.05828325,XL,purple
837,177.8,86.1825503,L,yellow
838,165.1,75.74992579,M,green
839,177.8,90.718474,L,yellow
840,172.72,95.2543977,M,green
841,180.34,108.40857643000001,XL,purple
842,172.72,68.0388555,M,green
843,177.8,86.1825503,XL,purple
844,180.34,94.80080533,L,yellow
845,177.8,74.84274105,XL,purple
846,180.34,83.91458845000001,M,green
847,175.26,87.08973504000001,L,yellow
848,187.96,102.96546799000001,L,yellow
849,187.96,92.98643585,L,yellow
850,180.34,85.27536556,XL,purple
851,177.8,88.90410452,L,yellow
852,180.34,81.6466266,M,green
853,180.34,100.24391377,XL,purple
854,175.26,81.6466266,M,green
855,177.8,88.90410452,XL,purple
856,167.64000000000001,95.2543977,XL,purple
857,182.88,100.69750614,XL,purple
858,177.8,80.28584949,XL,purple
859,180.34,85.27536556,XL,purple
860,182.88,94.80080533,M,green
861,180.34,79.37866475,L,yellow
862,185.42000000000002,88.45051215000001,XL,purple
863,177.8,79.37866475,M,green
864,172.72,81.6466266,L,yellow
865,187.96,88.45051215000001,L,yellow
866,180.34,0.0,XL,purple
867,177.8,87.99691978,L,yellow
868,180.34,99.79032140000001,XL,purple
869,238.76,87.08973504000001,XL,purple
870,177.8,79.83225712000001,M,green
871,187.96,92.07925111,M,green
872,175.26,72.57477920000001,S,red
873,180.34,101.60469088,M,green
874,177.8,97.52235955,L,yellow
875,165.1,74.84274105,S,red
876,175.26,86.1825503,M,green
877,177.8,79.37866475,XS,blue
878,175.26,85.72895793,L,yellow
879,182.88,79.37866475,XL,purple
880,182.88,95.2543977,S,red
881,172.72,82.55381134000001,L,yellow
882,172.72,77.1107029,L,yellow
883,177.8,83.91458845000001,XL,purple
884,167.64000000000001,58.9670081,L,yellow
885,177.8,108.8621688,L,yellow
886,182.88,88.45051215000001,L,yellow
887,185.42000000000002,90.718474,M,green
888,172.72,86.1825503,M,green
889,180.34,83.91458845000001,L,yellow
890,182.88,99.33672903,S,red
891,190.5,86.1825503,XL,purple
892,162.56,76.20351816,L,yellow
893,167.64000000000001,84.36818082,M,green
894,187.96,96.61517481,L,yellow
895,185.42000000000002,80.73944186,L,yellow
896,177.8,75.29633342000001,XL,purple
897,172.72,106.14061458,M,green
898,177.8,92.98643585,XL,purple
899,180.34,83.46099608,XL,purple
900,177.8,81.6466266,XL,purple
901,172.72,82.10021897,L,yellow
902,154.94,65.31730128000001,L,yellow
903,175.26,70.30681735,S,red
904,177.8,79.37866475,L,yellow
905,170.18,74.84274105,L,yellow
906,180.34,104.32624510000001,XL,purple
907,177.8,72.57477920000001,L,yellow
908,172.72,72.57477920000001,M,green
909,172.72,97.52235955,XS,blue
910,170.18,87.99691978,XL,purple
911,167.64000000000001,90.718474,S,red
912,165.1,81.6466266,L,yellow
913,182.88,86.1825503,XL,purple
914,170.18,73.02837157,S,red
915,172.72,84.82177319,S,red
916,177.8,79.37866475,L,yellow
917,170.18,83.91458845000001,S,red
918,185.42000000000002,104.32624510000001,XL,purple
919,170.18,77.1107029,M,green
920,185.42000000000002,72.57477920000001,XL,purple
921,175.26,65.31730128000001,XL,purple
922,170.18,81.6466266,XL,purple
923,177.8,98.88313666,L,yellow
924,177.8,79.37866475,L,yellow
925,177.8,106.59420695,L,yellow
926,175.26,88.45051215000001,XL,purple
927,190.5,104.32624510000001,M,green
928,175.26,86.1825503,M,green
929,175.26,69.85322498000001,L,yellow
930,175.26,92.98643585,L,yellow
931,172.72,102.05828325,S,red
932,177.8,83.91458845000001,L,yellow
933,165.1,73.02837157,XL,purple
934,167.64000000000001,63.502931800000006,M,green
935,180.34,83.46099608,M,green
936,180.34,95.2543977,XS,blue
937,175.26,88.45051215000001,L,yellow
938,170.18,70.30681735,L,yellow
939,172.72,77.1107029,L,yellow
940,182.88,104.32624510000001,L,yellow
941,170.18,72.57477920000001,M,green
942,180.34,86.1825503,L,yellow
943,175.26,81.6466266,L,yellow
944,167.64000000000001,69.85322498000001,XL,purple
945,175.26,80.73944186,XS,blue
946,177.8,75.29633342000001,L,yellow
947,180.34,77.1107029,S,red
948,172.72,95.2543977,L,yellow
949,182.88,83.91458845000001,M,green
950,167.64000000000001,59.420600470000004,L,yellow
951,175.26,99.79032140000001,L,yellow
952,200.66,92.98643585,L,yellow
953,172.72,102.05828325,S,red
954,190.5,102.96546799000001,L,yellow
955,187.96,77.1107029,XL,purple
956,185.42000000000002,106.59420695,XL,purple
957,185.42000000000002,83.91458845000001,XL,purple
958,175.26,81.6466266,M,green
959,195.58,106.59420695,XL,purple
960,167.64000000000001,82.10021897,M,green
961,180.34,100.24391377,L,yellow
962,170.18,77.1107029,XL,purple
963,162.56,76.20351816,L,yellow
964,162.56,97.06876718000001,XL,purple
965,170.18,88.45051215000001,XL,purple
966,175.26,83.91458845000001,S,red
967,172.72,86.1825503,M,green
968,175.26,81.6466266,L,yellow
969,177.8,106.59420695,XS,blue
970,182.88,86.1825503,M,green
971,177.8,65.77089365,M,green
972,187.96,129.27382545,XL,purple
973,180.34,97.52235955,L,yellow
974,193.04,81.6466266,L,yellow
975,182.88,83.91458845000001,XS,blue
976,195.58,120.20197805000001,L,yellow
977,182.88,97.52235955,L,yellow
978,187.96,102.05828325,XL,purple
979,175.26,68.0388555,S,red
980,180.34,94.34721296000001,S,red
981,172.72,70.30681735,L,yellow
982,180.34,65.77089365,M,green
983,185.42000000000002,86.63614267,L,yellow
984,175.26,74.84274105,M,green
985,182.88,92.07925111,XS,blue
986,177.8,72.57477920000001,M,green
987,182.88,104.32624510000001,XL,purple
988,180.34,113.3980925,L,yellow
989,185.42000000000002,83.91458845000001,M,green
990,170.18,61.23496995,M,green
991,180.34,108.8621688,XS,blue
992,177.8,77.56429527,L,yellow
993,182.88,117.9340162,S,red
994,172.72,54.4310844,S,red
995,177.8,88.45051215000001,M,green
996,180.34,81.6466266,L,yellow
997,182.88,106.59420695,S,red
998,182.88,88.45051215000001,M,green
999,187.96,83.91458845000001,S,red
1000,182.88,83.00740371,L,yellow
1001,172.72,68.0388555,M,green
1002,175.26,79.37866475,M,green
1003,185.42000000000002,74.84274105,S,red
1004,182.88,95.2543977,XS,blue
1005,185.42000000000002,97.52235955,S,red
1006,187.96,106.59420695,L,yellow
1007,170.18,65.77089365,L,yellow
1008,190.5,99.79032140000001,L,yellow
1009,177.8,79.37866475,L,yellow
1010,187.96,92.98643585,M,green
1011,187.96,77.1107029,L,yellow
1012,177.8,92.98643585,XL,purple
1013,175.26,102.05828325,XL,purple
1014,177.8,75.74992579,S,red
1015,193.04,120.20197805000001,S,red
1016,187.96,92.98643585,M,green
1017,185.42000000000002,100.69750614,L,yellow
1018,167.64000000000001,75.29633342000001,XL,purple
1019,170.18,83.91458845000001,S,red
1020,170.18,86.1825503,XL,purple
1021,175.26,112.03731539,L,yellow
1022,170.18,81.6466266,M,green
1023,170.18,79.37866475,L,yellow
1024,182.88,92.98643585,M,green
1025,190.5,99.79032140000001,L,yellow
1026,177.8,99.79032140000001,L,yellow
1027,182.88,100.69750614,M,green
1028,170.18,86.1825503,XL,purple
1029,182.88,77.1107029,M,green
1030,187.96,95.2543977,L,yellow
1031,177.8,72.57477920000001,L,yellow
1032,187.96,108.8621688,XL,purple
1033,187.96,111.58372302000001,XL,purple
1034,172.72,96.16158244,L,yellow
1035,182.88,84.82177319,XL,purple
1036,180.34,96.61517481,XL,purple
1037,172.72,65.77089365,L,yellow
1038,187.96,102.05828325,M,green
1039,180.34,89.81128926000001,XL,purple
1040,170.18,68.0388555,XS,blue
1041,170.18,80.73944186,XL,purple
1042,180.34,74.84274105,L,yellow
1043,172.72,88.45051215000001,L,yellow
1044,167.64000000000001,78.01788764,XL,purple
1045,177.8,68.0388555,L,yellow
1046,193.04,81.6466266,M,green
1047,190.5,115.66605435000001,M,green
1048,182.88,95.2543977,L,yellow
1049,195.58,132.90256441,XL,purple
1050,187.96,99.79032140000001,M,green
1051,175.26,81.6466266,XL,purple
1052,172.72,65.77089365,M,green
1053,190.5,95.2543977,XL,purple
1054,182.88,99.79032140000001,L,yellow
1055,170.18,55.33826914,M,green
1056,167.64000000000001,63.502931800000006,M,green
1057,175.26,76.20351816,L,yellow
1058,185.42000000000002,99.79032140000001,M,green
1059,160.02,39.916128560000004,L,yellow
1060,180.34,90.718474,XL,purple
1061,185.42000000000002,125.19149412,L,yellow
1062,187.96,81.6466266,L,yellow
1063,177.8,74.84274105,L,yellow
1064,167.64000000000001,88.45051215000001,L,yellow
1065,185.42000000000002,81.6466266,L,yellow
1066,185.42000000000002,81.6466266,S,red
1067,177.8,86.1825503,S,red
1068,182.88,70.30681735,L,yellow
1069,175.26,106.59420695,L,yellow
1070,185.42000000000002,79.37866475,M,green
1071,172.72,62.59574706,L,yellow
1072,182.88,95.2543977,S,red
1073,180.34,81.6466266,L,yellow
1074,182.88,68.0388555,L,yellow
1075,180.34,81.6466266,XL,purple
1076,175.26,72.57477920000001,XS,blue
1077,185.42000000000002,86.1825503,L,yellow
1078,187.96,97.52235955,S,red
1079,180.34,83.91458845000001,M,green
1080,182.88,83.91458845000001,M,green
1081,172.72,82.55381134000001,L,yellow
1082,165.1,70.76040972,L,yellow
1083,182.88,70.30681735,XS,blue
1084,180.34,70.30681735,XL,purple
1085,172.72,88.45051215000001,XL,purple
1086,170.18,56.69904625,XL,purple
1087,175.26,88.45051215000001,L,yellow
1088,177.8,90.718474,L,yellow
1089,162.56,81.6466266,L,yellow
1090,180.34,81.6466266,M,green
1091,185.42000000000002,111.13013065000001,L,yellow
1092,175.26,58.05982336,L,yellow
1093,172.72,95.2543977,M,green
1094,180.34,86.1825503,S,red
1095,167.64000000000001,57.60623099,M,green
1096,185.42000000000002,96.61517481,S,red
1097,172.72,92.98643585,L,yellow
1098,182.88,89.81128926000001,XS,blue
1099,165.1,83.91458845000001,XL,purple
1100,187.96,83.91458845000001,XL,purple
1101,177.8,63.95652417,XS,blue
1102,185.42000000000002,88.45051215000001,L,yellow
1103,180.34,61.23496995,XL,purple
1104,175.26,92.07925111,M,green
1105,170.18,71.21400209000001,XL,purple
1106,175.26,74.84274105,M,green
1107,175.26,79.37866475,L,yellow
1108,180.34,108.8621688,M,green
1109,172.72,87.08973504000001,M,green
1110,172.72,70.30681735,L,yellow
1111,175.26,95.2543977,XL,purple
1112,177.8,68.0388555,M,green
1113,182.88,117.9340162,M,green
1114,170.18,70.30681735,L,yellow
1115,177.8,82.10021897,L,yellow
1116,177.8,81.6466266,XS,blue
1117,177.8,99.79032140000001,L,yellow
1118,177.8,81.6466266,L,yellow
1119,187.96,101.60469088,XL,purple
1120,172.72,79.37866475,M,green
1121,193.04,99.79032140000001,XL,purple
1122,182.88,86.1825503,L,yellow
1123,187.96,77.1107029,L,yellow
1124,167.64000000000001,61.23496995,L,yellow
1125,177.8,81.6466266,M,green
1126,175.26,65.77089365,M,green
1127,182.88,88.45051215000001,L,yellow
1128,177.8,79.83225712000001,L,yellow
1129,167.64000000000001,77.1107029,XL,purple
1130,180.34,109.31576117,XL,purple
1131,172.72,70.30681735,M,green
1132,177.8,81.6466266,S,red
1133,187.96,89.35769689,L,yellow
1134,182.88,86.63614267,S,red
1135,170.18,111.13013065000001,L,yellow
1136,180.34,96.61517481,L,yellow
1137,175.26,77.1107029,XL,purple
1138,177.8,104.32624510000001,M,green
1139,167.64000000000001,57.60623099,L,yellow
1140,172.72,86.1825503,M,green
1141,170.18,85.27536556,XS,blue
1142,172.72,90.718474,XS,blue
1143,172.72,99.79032140000001,XS,blue
1144,180.34,88.45051215000001,XL,purple
1145,187.96,106.59420695,M,green
1146,182.88,83.91458845000001,M,green
1147,177.8,79.37866475,M,green
1148,187.96,78.01788764,L,yellow
1149,180.34,108.8621688,XL,purple
1150,177.8,83.91458845000001,M,green
1151,182.88,86.1825503,L,yellow
1152,167.64000000000001,76.20351816,L,yellow
1153,172.72,88.45051215000001,M,green
1154,172.72,84.82177319,L,yellow
1155,180.34,79.37866475,S,red
1156,177.8,88.45051215000001,XL,purple
1157,170.18,63.502931800000006,M,green
1158,170.18,83.91458845000001,XL,purple
1159,167.64000000000001,68.0388555,L,yellow
1160,170.18,77.1107029,M,green
1161,177.8,86.1825503,L,yellow
1162,182.88,83.91458845000001,M,green
1163,187.96,82.55381134000001,M,green
1164,170.18,92.98643585,S,red
1165,182.88,102.05828325,XL,purple
1166,185.42000000000002,108.8621688,L,yellow
1167,180.34,77.1107029,M,green
1168,172.72,101.15109851000001,XL,purple
1169,177.8,65.77089365,XL,purple
1170,185.42000000000002,100.69750614,XL,purple
1171,185.42000000000002,106.59420695,M,green
1172,175.26,74.84274105,S,red
1173,177.8,83.91458845000001,XS,blue
1174,167.64000000000001,72.57477920000001,S,red
1175,177.8,81.6466266,L,yellow
1176,182.88,83.91458845000001,M,green
1177,167.64000000000001,68.0388555,L,yellow
1178,185.42000000000002,102.05828325,L,yellow
1179,187.96,108.8621688,L,yellow
1180,182.88,104.32624510000001,S,red
1181,182.88,88.45051215000001,S,red
1182,175.26,70.30681735,L,yellow
1183,172.72,77.1107029,L,yellow
1184,180.34,92.98643585,L,yellow
1185,182.88,102.05828325,XL,purple
1186,185.42000000000002,104.32624510000001,M,green
1187,167.64000000000001,76.20351816,M,green
1188,177.8,86.1825503,S,red
1189,170.18,80.28584949,XL,purple
1190,180.34,99.79032140000001,XL,purple
1191,175.26,89.81128926000001,L,yellow
1192,193.04,102.05828325,S,red
1193,170.18,68.0388555,L,yellow
1194,193.04,122.4699399,L,yellow
1195,175.26,74.84274105,XL,purple
1196,170.18,85.72895793,M,green
1197,175.26,77.1107029,M,green
1198,182.88,92.98643585,XS,blue
1199,172.72,68.0388555,XL,purple
1200,170.18,78.92507238,XL,purple
1201,180.34,86.63614267,S,red
1202,187.96,98.88313666,M,green
1203,185.42000000000002,97.52235955,L,yellow
1204,172.72,70.30681735,L,yellow
1205,177.8,83.46099608,XL,purple
1206,172.72,99.79032140000001,XS,blue
1207,187.96,97.52235955,L,yellow
1208,175.26,86.1825503,L,yellow
1209,190.5,83.91458845000001,L,yellow
1210,195.58,113.3980925,XL,purple
1211,170.18,77.1107029,L,yellow
1212,180.34,86.1825503,L,yellow
1213,172.72,88.45051215000001,S,red
1214,180.34,117.9340162,XL,purple
1215,175.26,99.79032140000001,XS,blue
1216,177.8,120.20197805000001,M,green
1217,167.64000000000001,70.30681735,L,yellow
1218,182.88,104.32624510000001,L,yellow
1219,172.72,68.0388555,XL,purple
1220,185.42000000000002,90.718474,L,yellow
1221,175.26,86.1825503,XL,purple
1222,182.88,103.41906036,L,yellow
1223,182.88,81.6466266,L,yellow
1224,180.34,99.79032140000001,L,yellow
1225,167.64000000000001,77.1107029,XL,purple
1226,175.26,97.52235955,S,red
1227,167.64000000000001,90.718474,M,green
1228,182.88,97.52235955,M,green
1229,175.26,88.45051215000001,M,green
1230,177.8,90.718474,XL,purple
1231,172.72,88.45051215000001,XL,purple
1232,180.34,95.2543977,XL,purple
1233,185.42000000000002,122.4699399,XL,purple
1234,175.26,77.1107029,S,red
1235,182.88,95.2543977,M,green
1236,187.96,112.49090776,L,yellow
1237,187.96,104.32624510000001,XL,purple
1238,167.64000000000001,97.52235955,XS,blue
1239,177.8,85.72895793,M,green
1240,182.88,102.05828325,M,green
1241,172.72,97.52235955,XL,purple
1242,190.5,113.3980925,XS,blue
1243,182.88,88.45051215000001,M,green
1244,177.8,79.37866475,L,yellow
1245,182.88,82.10021897,M,green
1246,167.64000000000001,87.99691978,L,yellow
1247,175.26,97.52235955,S,red
1248,175.26,87.54332741,L,yellow
1249,170.18,77.1107029,S,red
1250,172.72,88.90410452,M,green
1251,177.8,97.06876718000001,L,yellow
1252,180.34,99.79032140000001,S,red
1253,177.8,86.1825503,L,yellow
1254,182.88,77.1107029,L,yellow
1255,177.8,68.0388555,XL,purple
1256,177.8,99.79032140000001,L,yellow
1257,177.8,99.79032140000001,XL,purple
1258,162.56,70.76040972,XS,blue
1259,187.96,112.03731539,XS,blue
1260,177.8,72.57477920000001,M,green
1261,205.74,75.74992579,M,green
1262,180.34,99.79032140000001,XS,blue
1263,180.34,106.59420695,XL,purple
1264,175.26,102.05828325,XS,blue
1265,167.64000000000001,68.0388555,L,yellow
1266,172.72,90.718474,M,green
1267,175.26,99.79032140000001,XL,purple
1268,172.72,65.77089365,S,red
1269,185.42000000000002,70.30681735,M,green
1270,187.96,99.79032140000001,M,green
1271,167.64000000000001,97.52235955,XL,purple
1272,175.26,75.29633342000001,L,yellow
1273,172.72,83.91458845000001,M,green
1274,182.88,74.84274105,XL,purple
1275,182.88,92.53284348000001,M,green
1276,180.34,99.79032140000001,XS,blue
1277,182.88,94.34721296000001,XL,purple
1278,190.5,95.2543977,M,green
1279,175.26,92.98643585,L,yellow
1280,170.18,72.57477920000001,XL,purple
1281,187.96,88.90410452,M,green
1282,182.88,106.59420695,L,yellow
1283,182.88,108.8621688,XS,blue
1284,177.8,99.79032140000001,M,green
1285,172.72,97.06876718000001,L,yellow
1286,182.88,77.1107029,M,green
1287,180.34,72.57477920000001,L,yellow
1288,172.72,79.83225712000001,XL,purple
1289,172.72,77.1107029,XL,purple
1290,182.88,71.66759446,L,yellow
1291,185.42000000000002,95.70799007000001,L,yellow
1292,170.18,76.20351816,XL,purple
1293,180.34,99.79032140000001,S,red
1294,177.8,75.74992579,S,red
1295,185.42000000000002,92.98643585,S,red
1296,172.72,83.91458845000001,M,green
1297,177.8,92.98643585,M,green
1298,172.72,89.81128926000001,S,red
1299,170.18,95.2543977,L,yellow
1300,167.64000000000001,77.1107029,XS,blue
1301,182.88,92.98643585,XL,purple
1302,182.88,95.2543977,XL,purple
1303,182.88,113.3980925,XS,blue
1304,182.88,106.59420695,XS,blue
1305,177.8,68.0388555,L,yellow
1306,187.96,90.718474,M,green
1307,182.88,99.79032140000001,XL,purple
1308,177.8,90.718474,XL,purple
1309,182.88,110.22294591,L,yellow
1310,172.72,83.91458845000001,M,green
1311,182.88,91.62565874,XL,purple
1312,185.42000000000002,97.52235955,M,green
1313,177.8,92.98643585,L,yellow
1314,185.42000000000002,88.45051215000001,M,green
1315,167.64000000000001,63.502931800000006,M,green
1316,182.88,88.45051215000001,L,yellow
1317,180.34,88.45051215000001,M,green
1318,182.88,95.2543977,L,yellow
1319,185.42000000000002,97.52235955,L,yellow
1320,177.8,92.98643585,XS,blue
1321,180.34,99.79032140000001,XL,purple
1322,182.88,109.76935354000001,L,yellow
1323,187.96,117.9340162,XL,purple
1324,187.96,83.91458845000001,XL,purple
1325,180.34,81.6466266,M,green
1326,187.96,74.84274105,M,green
1327,180.34,127.00586360000001,XL,purple
1328,187.96,99.79032140000001,M,green
1329,162.56,63.502931800000006,XL,purple
1330,185.42000000000002,83.91458845000001,XS,blue
1331,175.26,80.28584949,L,yellow
1332,190.5,72.57477920000001,L,yellow
1333,175.26,90.718474,XL,purple
1334,182.88,74.84274105,L,yellow
1335,175.26,107.95498406,L,yellow
1336,182.88,90.718474,L,yellow
1337,180.34,95.2543977,M,green
1338,177.8,70.30681735,S,red
1339,185.42000000000002,106.59420695,XL,purple
1340,172.72,84.82177319,L,yellow
1341,175.26,90.718474,S,red
1342,187.96,86.1825503,M,green
1343,182.88,86.1825503,M,green
1344,182.88,115.66605435000001,M,green
1345,177.8,83.91458845000001,XL,purple
1346,167.64000000000001,79.37866475,XL,purple
1347,180.34,85.27536556,M,green
1348,175.26,79.37866475,M,green
1349,185.42000000000002,104.32624510000001,XS,blue
1350,175.26,80.73944186,L,yellow
1351,170.18,89.35769689,XL,purple
1352,172.72,70.30681735,L,yellow
1353,177.8,101.60469088,XL,purple
1354,177.8,89.35769689,M,green
1355,177.8,81.6466266,M,green
1356,167.64000000000001,71.21400209000001,M,green
1357,175.26,95.2543977,XL,purple
1358,180.34,86.1825503,M,green
1359,170.18,63.502931800000006,L,yellow
1360,187.96,90.718474,M,green
1361,167.64000000000001,80.73944186,XL,purple
1362,172.72,86.1825503,L,yellow
1363,185.42000000000002,111.13013065000001,S,red
1364,170.18,65.77089365,S,red
1365,180.34,107.95498406,XL,purple
1366,175.26,97.52235955,L,yellow
1367,182.88,109.76935354000001,M,green
1368,180.34,93.44002822,XL,purple
1369,170.18,75.74992579,XL,purple
1370,198.12,77.1107029,M,green
1371,177.8,82.55381134000001,XS,blue
1372,175.26,77.1107029,L,yellow
1373,180.34,95.2543977,L,yellow
1374,182.88,81.6466266,XL,purple
1375,180.34,85.72895793,XL,purple
1376,177.8,107.50139169,L,yellow
1377,172.72,75.29633342000001,L,yellow
1378,185.42000000000002,95.2543977,L,yellow
1379,175.26,80.73944186,L,yellow
1380,180.34,95.2543977,S,red
1381,187.96,82.55381134000001,M,green
1382,167.64000000000001,63.502931800000006,XL,purple
1383,177.8,83.91458845000001,S,red
1384,167.64000000000001,68.0388555,XS,blue
1385,172.72,77.1107029,L,yellow
1386,177.8,70.30681735,M,green
1387,180.34,89.35769689,M,green
1388,177.8,97.52235955,XL,purple
1389,182.88,90.718474,S,red
1390,175.26,95.2543977,M,green
1391,180.34,96.16158244,M,green
1392,180.34,75.74992579,XS,blue
1393,170.18,82.55381134000001,M,green
1394,170.18,88.45051215000001,XS,blue
1395,185.42000000000002,103.41906036,S,red
1396,172.72,83.46099608,L,yellow
1397,187.96,92.98643585,XS,blue
1398,162.56,72.57477920000001,M,green
1399,190.5,102.05828325,M,green
1400,175.26,86.1825503,L,yellow
1401,180.34,114.75886961,XL,purple
1402,187.96,94.80080533,XL,purple
1403,170.18,74.84274105,S,red
1404,182.88,80.73944186,XS,blue
1405,172.72,104.32624510000001,XL,purple
1406,180.34,87.99691978,L,yellow
1407,180.34,99.79032140000001,L,yellow
1408,175.26,85.27536556,M,green
1409,180.34,95.2543977,L,yellow
1410,180.34,99.33672903,XL,purple
1411,167.64000000000001,61.23496995,M,green
1412,167.64000000000001,86.1825503,XL,purple
1413,177.8,72.57477920000001,XL,purple
1414,162.56,80.73944186,L,yellow
1415,172.72,64.86370891,XL,purple
1416,180.34,79.37866475,XS,blue
1417,177.8,99.79032140000001,XL,purple
1418,165.1,63.502931800000006,M,green
1419,170.18,86.1825503,XL,purple
1420,177.8,99.79032140000001,XS,blue
1421,175.26,78.47148001000001,XS,blue
1422,180.34,77.1107029,S,red
1423,177.8,104.32624510000001,M,green
1424,172.72,61.23496995,S,red
1425,180.34,81.6466266,L,yellow
1426,177.8,80.73944186,M,green
1427,170.18,81.6466266,XL,purple
1428,170.18,68.0388555,XL,purple
1429,170.18,63.502931800000006,L,yellow
1430,177.8,91.62565874,XL,purple
1431,167.64000000000001,63.502931800000006,L,yellow
1432,182.88,108.8621688,XL,purple
1433,182.88,104.32624510000001,L,yellow
1434,175.26,104.32624510000001,L,yellow
1435,170.18,83.91458845000001,XL,purple
1436,187.96,112.03731539,L,yellow
1437,182.88,104.32624510000001,L,yellow
1438,175.26,72.57477920000001,M,green
1439,185.42000000000002,107.95498406,S,red
1440,165.1,58.9670081,S,red
1441,185.42000000000002,78.47148001000001,XS,blue
1442,180.34,92.53284348000001,L,yellow
1443,190.5,76.20351816,L,yellow
1444,190.5,140.6136347,XL,purple
1445,177.8,72.12118683,L,yellow
1446,175.26,79.37866475,XS,blue
1447,175.26,72.57477920000001,L,yellow
1448,160.02,58.9670081,M,green
1449,175.26,81.6466266,M,green
1450,182.88,72.57477920000001,M,green
1451,167.64000000000001,71.21400209000001,XS,blue
1452,187.96,113.3980925,M,green
1453,162.56,66.67807839000001,M,green
1454,175.26,95.2543977,XL,purple
1455,193.04,106.59420695,L,yellow
1456,187.96,99.79032140000001,L,yellow
1457,185.42000000000002,87.08973504000001,XL,purple
1458,172.72,76.20351816,M,green
1459,180.34,90.718474,L,yellow
1460,177.8,68.94604024,L,yellow
1461,180.34,83.91458845000001,S,red
1462,190.5,87.54332741,M,green
1463,180.34,104.32624510000001,M,green
1464,190.5,102.05828325,L,yellow
1465,180.34,92.07925111,M,green
1466,167.64000000000001,68.94604024,L,yellow
1467,172.72,89.81128926000001,L,yellow
1468,172.72,116.57323909,S,red
1469,175.26,79.37866475,M,green
1470,182.88,76.65711053,L,yellow
1471,185.42000000000002,82.55381134000001,XL,purple
1472,175.26,64.86370891,L,yellow
1473,172.72,89.35769689,L,yellow
1474,165.1,65.77089365,M,green
1475,167.64000000000001,65.31730128000001,M,green
1476,182.88,84.82177319,L,yellow
1477,177.8,87.08973504000001,L,yellow
1478,170.18,83.46099608,XL,purple
1479,172.72,99.79032140000001,XS,blue
1480,167.64000000000001,78.01788764,XS,blue
1481,172.72,81.6466266,XS,blue
1482,180.34,94.80080533,M,green
1483,180.34,81.6466266,M,green
1484,185.42000000000002,97.52235955,M,green
1485,177.8,89.81128926000001,M,green
