,height,weight,size,color
2213,177.8,109.76935354000001,XL,purple
2214,172.72,88.45051215000001,M,green
2215,162.56,65.77089365,XL,purple
2216,172.72,63.95652417,M,green
2217,177.8,72.57477920000001,L,yellow
2218,182.88,92.07925111,L,yellow
2219,182.88,70.30681735,XS,blue
2220,182.88,92.98643585,M,green
2221,177.8,65.31730128000001,L,yellow
2222,187.96,102.05828325,S,red
2223,187.96,74.84274105,L,yellow
2224,190.5,88.45051215000001,XS,blue
2225,162.56,68.0388555,L,yellow
2226,170.18,65.77089365,M,green
2227,165.1,68.0388555,M,green
2228,175.26,63.502931800000006,L,yellow
2229,177.8,69.39963261,L,yellow
2230,167.64000000000001,70.30681735,L,yellow
2231,175.26,90.718474,XS,blue
2232,167.64000000000001,78.47148001000001,M,green
2233,182.88,86.1825503,XL,purple
2234,170.18,99.79032140000001,S,red
2235,182.88,91.62565874,L,yellow
2236,175.26,79.37866475,L,yellow
2237,162.56,73.93555631000001,XS,blue
2238,187.96,83.91458845000001,M,green
2239,182.88,83.91458845000001,XL,purple
2240,167.64000000000001,88.45051215000001,XL,purple
2241,190.5,83.91458845000001,L,yellow
2242,185.42000000000002,99.79032140000001,XL,purple
2243,167.64000000000001,81.6466266,XS,blue
2244,205.74,83.91458845000001,XL,purple
2245,180.34,93.44002822,L,yellow
2246,198.12,122.4699399,L,yellow
2247,175.26,79.37866475,XL,purple
2248,170.18,63.502931800000006,XS,blue
2249,162.56,83.00740371,XS,blue
2250,187.96,127.00586360000001,L,yellow
2251,162.56,69.85322498000001,XS,blue
2252,175.26,97.52235955,L,yellow
2253,172.72,110.67653828,XL,purple
2254,177.8,77.1107029,L,yellow
2255,167.64000000000001,58.9670081,M,green
2256,180.34,99.79032140000001,M,green
2257,172.72,74.38914868,L,yellow
2258,172.72,78.47148001000001,L,yellow
2259,172.72,79.37866475,L,yellow
2260,177.8,104.32624510000001,M,green
2261,170.18,86.1825503,L,yellow
2262,177.8,94.34721296000001,M,green
2263,177.8,86.1825503,XL,purple
2264,170.18,82.10021897,L,yellow
2265,175.26,83.46099608,L,yellow
2266,185.42000000000002,72.57477920000001,M,green
2267,175.26,98.42954429000001,M,green
2268,177.8,76.20351816,L,yellow
2269,180.34,113.3980925,L,yellow
2270,167.64000000000001,68.0388555,XL,purple
2271,172.72,89.35769689,XL,purple
2272,175.26,86.1825503,L,yellow
2273,177.8,70.30681735,M,green
2274,172.72,81.6466266,M,green
2275,177.8,73.48196394,M,green
2276,185.42000000000002,87.54332741,M,green
2277,185.42000000000002,96.61517481,S,red
2278,180.34,83.91458845000001,L,yellow
2279,167.64000000000001,77.1107029,L,yellow
2280,175.26,74.84274105,M,green
2281,172.72,77.1107029,L,yellow
2282,172.72,72.57477920000001,M,green
2283,167.64000000000001,63.95652417,XS,blue
2284,177.8,74.84274105,M,green
2285,170.18,72.57477920000001,L,yellow
2286,170.18,77.1107029,L,yellow
2287,180.34,86.1825503,L,yellow
2288,175.26,101.15109851000001,XS,blue
2289,170.18,83.91458845000001,L,yellow
2290,182.88,81.6466266,XS,blue
2291,185.42000000000002,82.10021897,L,yellow
2292,185.42000000000002,117.9340162,M,green
2293,195.58,97.52235955,M,green
2294,180.34,65.77089365,L,yellow
2295,175.26,88.45051215000001,L,yellow
2296,172.72,77.1107029,M,green
2297,172.72,63.04933943,M,green
2298,170.18,72.57477920000001,L,yellow
2299,177.8,65.77089365,XS,blue
2300,195.58,70.76040972,M,green
2301,182.88,88.45051215000001,M,green
2302,180.34,78.92507238,M,green
2303,180.34,72.57477920000001,L,yellow
2304,180.34,71.66759446,M,green
2305,175.26,65.77089365,L,yellow
2306,182.88,81.6466266,L,yellow
2307,182.88,74.84274105,M,green
2308,180.34,90.718474,S,red
2309,175.26,113.3980925,L,yellow
2310,182.88,86.1825503,L,yellow
2311,185.42000000000002,90.718474,M,green
2312,185.42000000000002,113.3980925,L,yellow
2313,175.26,84.82177319,XS,blue
2314,175.26,69.39963261,XS,blue
2315,170.18,86.1825503,XL,purple
2316,170.18,90.718474,L,yellow
2317,180.34,84.82177319,L,yellow
2318,175.26,84.82177319,XS,blue
2319,167.64000000000001,95.2543977,XS,blue
2320,177.8,77.1107029,L,yellow
2321,165.1,79.37866475,XL,purple
2322,177.8,70.30681735,XS,blue
2323,167.64000000000001,72.57477920000001,L,yellow
2324,167.64000000000001,77.1107029,S,red
2325,187.96,97.52235955,XL,purple
2326,170.18,90.718474,XL,purple
2327,187.96,83.91458845000001,L,yellow
2328,172.72,99.79032140000001,XL,purple
2329,180.34,77.1107029,S,red
2330,172.72,72.57477920000001,XL,purple
2331,190.5,74.84274105,L,yellow
2332,165.1,72.57477920000001,M,green
2333,187.96,115.66605435000001,L,yellow
2334,172.72,80.28584949,M,green
2335,172.72,87.99691978,M,green
2336,175.26,81.6466266,L,yellow
2337,187.96,109.31576117,L,yellow
2338,180.34,72.57477920000001,L,yellow
2339,165.1,76.20351816,L,yellow
2340,170.18,65.77089365,M,green
2341,172.72,84.36818082,XL,purple
2342,175.26,98.88313666,M,green
2343,165.1,93.89362059,XL,purple
2344,170.18,90.718474,XL,purple
2345,185.42000000000002,106.59420695,L,yellow
2346,180.34,79.37866475,L,yellow
2347,177.8,83.91458845000001,M,green
2348,187.96,102.05828325,XS,blue
2349,177.8,90.26488163,L,yellow
2350,170.18,89.81128926000001,S,red
2351,170.18,78.47148001000001,S,red
2352,172.72,78.47148001000001,L,yellow
2353,182.88,72.57477920000001,M,green
2354,177.8,86.1825503,M,green
2355,167.64000000000001,76.20351816,XS,blue
2356,165.1,71.66759446,M,green
2357,185.42000000000002,73.93555631000001,L,yellow
2358,172.72,74.84274105,M,green
2359,170.18,78.92507238,L,yellow
2360,182.88,102.05828325,XL,purple
2361,172.72,95.2543977,L,yellow
2362,172.72,82.10021897,M,green
2363,185.42000000000002,108.8621688,S,red
2364,177.8,102.05828325,L,yellow
2365,182.88,98.88313666,XL,purple
2366,172.72,89.81128926000001,XS,blue
2367,167.64000000000001,90.718474,L,yellow
2368,175.26,76.20351816,L,yellow
2369,177.8,79.37866475,XL,purple
2370,165.1,63.502931800000006,M,green
2371,170.18,64.41011654,L,yellow
2372,177.8,95.2543977,M,green
2373,187.96,88.45051215000001,L,yellow
2374,165.1,68.0388555,XL,purple
2375,175.26,77.1107029,XS,blue
2376,180.34,113.3980925,M,green
2377,182.88,61.23496995,L,yellow
2378,170.18,58.9670081,L,yellow
2379,177.8,86.1825503,S,red
2380,185.42000000000002,106.59420695,L,yellow
2381,193.04,99.79032140000001,XL,purple
2382,167.64000000000001,79.37866475,XL,purple
2383,177.8,86.1825503,L,yellow
2384,172.72,83.91458845000001,L,yellow
2385,182.88,71.66759446,XS,blue
2386,187.96,77.1107029,M,green
2387,203.2,90.718474,L,yellow
2388,182.88,74.84274105,L,yellow
2389,170.18,65.77089365,XS,blue
2390,172.72,91.17206637000001,L,yellow
2391,177.8,76.20351816,M,green
2392,182.88,80.73944186,S,red
2393,167.64000000000001,68.0388555,M,green
2394,172.72,64.86370891,M,green
2395,170.18,81.6466266,XL,purple
2396,182.88,77.1107029,L,yellow
2397,170.18,68.0388555,L,yellow
2398,182.88,83.91458845000001,M,green
2399,177.8,79.37866475,XS,blue
2400,182.88,77.1107029,XL,purple
2401,167.64000000000001,104.32624510000001,XL,purple
2402,190.5,86.1825503,L,yellow
2403,182.88,68.0388555,M,green
2404,177.8,84.36818082,M,green
2405,172.72,90.718474,XL,purple
2406,175.26,74.84274105,XL,purple
2407,185.42000000000002,83.91458845000001,L,yellow
2408,177.8,117.02683146000001,XS,blue
2409,167.64000000000001,70.30681735,XL,purple
2410,182.88,103.87265273,M,green
2411,175.26,108.8621688,M,green
2412,177.8,88.45051215000001,S,red
2413,193.04,101.60469088,XL,purple
2414,187.96,117.9340162,M,green
2415,190.5,97.52235955,L,yellow
2416,180.34,66.67807839000001,M,green
2417,180.34,83.91458845000001,L,yellow
2418,180.34,99.79032140000001,XL,purple
2419,177.8,70.30681735,L,yellow
2420,175.26,102.05828325,L,yellow
2421,203.2,95.2543977,XL,purple
2422,175.26,78.92507238,L,yellow
2423,182.88,90.718474,L,yellow
2424,167.64000000000001,82.55381134000001,XL,purple
2425,175.26,68.0388555,L,yellow
2426,167.64000000000001,121.10916279,XL,purple
2427,180.34,81.6466266,S,red
2428,177.8,77.1107029,XL,purple
2429,175.26,91.17206637000001,S,red
2430,167.64000000000001,79.37866475,S,red
2431,182.88,87.08973504000001,XL,purple
2432,177.8,86.1825503,L,yellow
2433,172.72,83.91458845000001,L,yellow
2434,180.34,112.03731539,L,yellow
2435,175.26,98.88313666,S,red
2436,185.42000000000002,102.05828325,S,red
2437,175.26,77.1107029,M,green
2438,175.26,72.57477920000001,S,red
2439,175.26,86.1825503,L,yellow
2440,180.34,61.23496995,L,yellow
2441,165.1,64.41011654,XS,blue
2442,175.26,83.91458845000001,S,red
2443,185.42000000000002,79.37866475,S,red
2444,180.34,102.05828325,XL,purple
2445,180.34,97.52235955,M,green
2446,167.64000000000001,65.77089365,XS,blue
2447,182.88,79.37866475,M,green
2448,177.8,68.0388555,L,yellow
2449,180.34,91.62565874,XL,purple
2450,170.18,69.85322498000001,XL,purple
2451,170.18,68.0388555,M,green
2452,165.1,77.1107029,M,green
2453,193.04,76.20351816,M,green
2454,172.72,71.66759446,L,yellow
2455,182.88,72.57477920000001,L,yellow
2456,180.34,83.91458845000001,XS,blue
2457,180.34,71.21400209000001,XL,purple
2458,187.96,77.1107029,M,green
2459,170.18,72.57477920000001,XL,purple
2460,172.72,95.2543977,XS,blue
2461,180.34,92.07925111,L,yellow
2462,180.34,79.37866475,S,red
2463,175.26,95.2543977,XL,purple
2464,180.34,83.91458845000001,M,green
2465,170.18,74.84274105,L,yellow
2466,175.26,79.37866475,XS,blue
2467,167.64000000000001,70.30681735,L,yellow
2468,180.34,86.1825503,M,green
2469,170.18,72.57477920000001,M,green
2470,187.96,99.79032140000001,XL,purple
2471,162.56,77.1107029,M,green
2472,177.8,102.05828325,L,yellow
2473,182.88,97.52235955,XS,blue
2474,177.8,86.1825503,M,green
2475,182.88,77.1107029,XL,purple
2476,175.26,73.48196394,L,yellow
2477,180.34,89.81128926000001,M,green
2478,180.34,76.20351816,L,yellow
2479,170.18,78.92507238,S,red
2480,170.18,81.6466266,M,green
2481,182.88,102.05828325,S,red
2482,165.1,81.6466266,L,yellow
2483,180.34,79.37866475,XL,purple
2484,167.64000000000001,75.29633342000001,L,yellow
2485,187.96,79.37866475,L,yellow
2486,177.8,83.91458845000001,XS,blue
2487,165.1,70.30681735,XL,purple
2488,160.02,68.0388555,S,red
2489,167.64000000000001,74.84274105,M,green
2490,177.8,63.502931800000006,XL,purple
2491,177.8,87.08973504000001,L,yellow
2492,200.66,102.05828325,L,yellow
2493,177.8,85.72895793,M,green
2494,175.26,78.01788764,XS,blue
2495,182.88,115.21246198,S,red
2496,177.8,86.1825503,XL,purple
2497,177.8,104.32624510000001,M,green
2498,167.64000000000001,97.52235955,M,green
2499,180.34,95.2543977,M,green
2500,182.88,86.1825503,M,green
2501,172.72,79.37866475,XL,purple
2502,182.88,74.84274105,M,green
2503,167.64000000000001,72.57477920000001,M,green
2504,180.34,92.98643585,M,green
2505,175.26,82.55381134000001,M,green
2506,172.72,78.92507238,L,yellow
2507,182.88,87.54332741,M,green
2508,167.64000000000001,80.73944186,L,yellow
2509,167.64000000000001,65.31730128000001,M,green
2510,175.26,80.73944186,M,green
2511,180.34,73.48196394,M,green
2512,177.8,96.16158244,L,yellow
2513,175.26,99.79032140000001,XS,blue
2514,185.42000000000002,79.37866475,L,yellow
2515,172.72,94.34721296000001,XS,blue
2516,175.26,79.37866475,S,red
2517,170.18,70.30681735,XL,purple
2518,172.72,74.84274105,XS,blue
2519,187.96,72.57477920000001,XS,blue
2520,175.26,84.82177319,M,green
2521,177.8,65.77089365,M,green
2522,185.42000000000002,94.80080533,S,red
2523,172.72,68.0388555,L,yellow
2524,175.26,82.55381134000001,M,green
2525,190.5,79.37866475,L,yellow
2526,167.64000000000001,80.73944186,L,yellow
2527,172.72,81.6466266,L,yellow
2528,182.88,77.1107029,M,green
2529,172.72,68.0388555,S,red
2530,170.18,68.0388555,M,green
2531,177.8,97.52235955,L,yellow
2532,175.26,81.6466266,M,green
2533,172.72,90.718474,XL,purple
2534,170.18,87.99691978,XL,purple
2535,182.88,70.30681735,XL,purple
2536,172.72,74.84274105,M,green
2537,172.72,112.94450013000001,M,green
2538,180.34,81.6466266,M,green
2539,165.1,68.0388555,XL,purple
2540,172.72,80.73944186,L,yellow
2541,187.96,83.91458845000001,L,yellow
2542,167.64000000000001,93.89362059,XL,purple
2543,185.42000000000002,74.84274105,M,green
2544,182.88,74.84274105,L,yellow
2545,182.88,81.6466266,M,green
2546,170.18,68.0388555,XL,purple
2547,165.1,65.77089365,L,yellow
2548,185.42000000000002,77.56429527,S,red
2549,172.72,77.1107029,L,yellow
2550,182.88,68.0388555,L,yellow
2551,175.26,77.56429527,L,yellow
2552,165.1,54.4310844,L,yellow
2553,170.18,77.1107029,XL,purple
2554,172.72,84.82177319,M,green
2555,172.72,95.2543977,M,green
2556,162.56,72.57477920000001,XL,purple
2557,180.34,81.6466266,M,green
2558,170.18,102.05828325,XL,purple
2559,172.72,65.77089365,XL,purple
2560,187.96,87.54332741,M,green
2561,185.42000000000002,102.51187562000001,M,green
2562,170.18,74.84274105,XL,purple
2563,185.42000000000002,90.718474,L,yellow
2564,180.34,88.45051215000001,XL,purple
2565,170.18,73.48196394,XL,purple
2566,185.42000000000002,90.718474,L,yellow
2567,180.34,81.6466266,XL,purple
2568,177.8,83.91458845000001,L,yellow
2569,185.42000000000002,81.6466266,L,yellow
2570,187.96,99.79032140000001,XL,purple
2571,172.72,65.77089365,L,yellow
2572,180.34,72.57477920000001,XL,purple
2573,187.96,83.91458845000001,M,green
2574,193.04,90.718474,XL,purple
2575,175.26,79.37866475,M,green
2576,185.42000000000002,104.32624510000001,S,red
2577,170.18,79.37866475,M,green
2578,187.96,79.37866475,L,yellow
2579,170.18,58.9670081,M,green
2580,182.88,102.05828325,L,yellow
2581,180.34,90.718474,M,green
2582,185.42000000000002,96.61517481,M,green
2583,175.26,77.1107029,M,green
2584,170.18,73.93555631000001,L,yellow
2585,175.26,77.1107029,L,yellow
2586,180.34,81.6466266,M,green
2587,177.8,73.48196394,S,red
2588,172.72,83.91458845000001,XL,purple
2589,187.96,81.6466266,M,green
2590,177.8,77.1107029,XL,purple
2591,182.88,86.1825503,L,yellow
2592,170.18,68.0388555,L,yellow
2593,170.18,89.81128926000001,L,yellow
2594,180.34,104.32624510000001,L,yellow
2595,170.18,80.28584949,M,green
2596,177.8,78.47148001000001,L,yellow
2597,175.26,92.98643585,L,yellow
2598,175.26,90.718474,L,yellow
2599,198.12,108.8621688,L,yellow
2600,182.88,86.1825503,S,red
2601,177.8,71.66759446,S,red
2602,180.34,71.21400209000001,XS,blue
2603,177.8,83.00740371,M,green
2604,170.18,73.93555631000001,L,yellow
2605,160.02,70.30681735,L,yellow
2606,167.64000000000001,62.142154690000005,XL,purple
2607,182.88,88.45051215000001,L,yellow
2608,185.42000000000002,97.52235955,XL,purple
2609,175.26,88.45051215000001,L,yellow
2610,170.18,77.1107029,L,yellow
2611,172.72,80.73944186,L,yellow
2612,182.88,65.77089365,M,green
2613,185.42000000000002,86.1825503,M,green
2614,177.8,74.84274105,XS,blue
2615,185.42000000000002,81.6466266,M,green
2616,187.96,79.37866475,L,yellow
2617,172.72,70.30681735,L,yellow
2618,180.34,79.37866475,L,yellow
2619,180.34,76.65711053,XS,blue
2620,180.34,81.6466266,L,yellow
2621,167.64000000000001,63.502931800000006,XL,purple
2622,170.18,90.718474,M,green
2623,177.8,74.84274105,L,yellow
2624,167.64000000000001,68.0388555,M,green
2625,172.72,77.1107029,L,yellow
2626,185.42000000000002,111.13013065000001,M,green
2627,177.8,74.84274105,XS,blue
2628,182.88,80.73944186,XS,blue
2629,177.8,94.80080533,M,green
2630,182.88,90.718474,M,green
2631,175.26,83.91458845000001,L,yellow
2632,170.18,74.84274105,XL,purple
2633,185.42000000000002,81.6466266,L,yellow
2634,177.8,94.34721296000001,XL,purple
2635,177.8,77.1107029,XL,purple
2636,180.34,90.718474,XL,purple
2637,180.34,83.91458845000001,XS,blue
2638,175.26,74.84274105,L,yellow
2639,180.34,78.47148001000001,L,yellow
2640,167.64000000000001,77.1107029,XL,purple
2641,162.56,72.57477920000001,XL,purple
2642,175.26,77.1107029,M,green
2643,172.72,77.1107029,XL,purple
2644,165.1,80.73944186,L,yellow
2645,172.72,87.99691978,L,yellow
2646,185.42000000000002,70.30681735,XL,purple
2647,172.72,86.1825503,L,yellow
2648,182.88,87.08973504000001,S,red
2649,165.1,72.57477920000001,L,yellow
2650,187.96,87.99691978,XL,purple
2651,185.42000000000002,120.20197805000001,L,yellow
2652,175.26,76.65711053,L,yellow
2653,172.72,68.0388555,S,red
2654,175.26,68.0388555,L,yellow
2655,175.26,83.91458845000001,L,yellow
2656,170.18,61.23496995,L,yellow
2657,177.8,68.0388555,L,yellow
2658,172.72,83.00740371,XL,purple
2659,170.18,58.513415730000006,L,yellow
2660,177.8,84.82177319,XL,purple
2661,190.5,92.98643585,XL,purple
2662,175.26,77.1107029,XL,purple
2663,182.88,81.6466266,XS,blue
2664,187.96,86.1825503,L,yellow
2665,180.34,95.2543977,XL,purple
2666,172.72,77.1107029,M,green
2667,182.88,82.55381134000001,S,red
2668,182.88,88.45051215000001,L,yellow
2669,180.34,65.77089365,XL,purple
2670,185.42000000000002,90.718474,M,green
2671,180.34,111.13013065000001,XS,blue
2672,177.8,93.44002822,L,yellow
2673,180.34,74.84274105,XS,blue
2674,175.26,99.79032140000001,L,yellow
2675,177.8,68.0388555,L,yellow
2676,182.88,76.20351816,S,red
2677,180.34,78.92507238,L,yellow
2678,190.5,92.98643585,XS,blue
2679,187.96,106.59420695,S,red
2680,180.34,89.35769689,L,yellow
2681,182.88,114.75886961,M,green
2682,165.1,62.59574706,M,green
2683,167.64000000000001,63.502931800000006,L,yellow
2684,182.88,82.10021897,L,yellow
2685,175.26,85.72895793,M,green
2686,187.96,116.57323909,M,green
2687,172.72,88.45051215000001,S,red
2688,167.64000000000001,81.6466266,L,yellow
2689,175.26,77.1107029,M,green
2690,182.88,86.1825503,M,green
2691,185.42000000000002,89.81128926000001,XS,blue
2692,182.88,72.57477920000001,L,yellow
2693,175.26,83.91458845000001,L,yellow
2694,177.8,99.79032140000001,XS,blue
2695,172.72,90.718474,XL,purple
2696,175.26,77.1107029,XL,purple
2697,167.64000000000001,84.36818082,XS,blue
2698,177.8,79.37866475,M,green
2699,182.88,97.52235955,XL,purple
2700,193.04,74.84274105,S,red
2701,160.02,56.69904625,L,yellow
2702,177.8,68.0388555,M,green
2703,185.42000000000002,74.84274105,M,green
2704,172.72,74.84274105,L,yellow
2705,187.96,67.13167076,XL,purple
2706,167.64000000000001,68.0388555,L,yellow
2707,182.88,86.1825503,XS,blue
2708,185.42000000000002,81.6466266,L,yellow
2709,170.18,68.0388555,M,green
2710,180.34,74.84274105,L,yellow
2711,175.26,64.86370891,XS,blue
2712,177.8,64.41011654,M,green
2713,165.1,70.30681735,L,yellow
2714,177.8,78.47148001000001,L,yellow
2715,172.72,83.91458845000001,S,red
2716,175.26,77.1107029,L,yellow
2717,175.26,83.91458845000001,XL,purple
2718,165.1,56.69904625,L,yellow
2719,172.72,90.718474,M,green
2720,167.64000000000001,63.502931800000006,XS,blue
2721,167.64000000000001,77.1107029,L,yellow
2722,187.96,78.47148001000001,L,yellow
2723,175.26,72.57477920000001,M,green
2724,160.02,62.59574706,L,yellow
2725,182.88,92.98643585,L,yellow
2726,170.18,68.0388555,M,green
2727,170.18,70.30681735,L,yellow
2728,182.88,76.65711053,XL,purple
2729,180.34,111.13013065000001,XL,purple
2730,182.88,71.21400209000001,M,green
2731,180.34,86.1825503,XS,blue
2732,180.34,78.92507238,L,yellow
2733,170.18,68.49244787,M,green
2734,170.18,61.23496995,M,green
2735,180.34,79.37866475,M,green
2736,175.26,72.57477920000001,XL,purple
2737,185.42000000000002,90.718474,L,yellow
2738,172.72,59.420600470000004,L,yellow
2739,182.88,74.84274105,S,red
2740,175.26,77.1107029,XS,blue
2741,170.18,79.83225712000001,L,yellow
2742,190.5,92.98643585,M,green
2743,165.1,68.0388555,M,green
2744,172.72,68.0388555,M,green
2745,185.42000000000002,101.15109851000001,L,yellow
2746,162.56,68.0388555,L,yellow
2747,180.34,79.37866475,L,yellow
2748,182.88,80.28584949,M,green
2749,170.18,90.718474,L,yellow
2750,177.8,77.1107029,XS,blue
2751,187.96,77.1107029,XL,purple
2752,177.8,95.2543977,L,yellow
2753,180.34,77.1107029,S,red
2754,190.5,91.62565874,S,red
2755,182.88,77.1107029,M,green
2756,175.26,74.84274105,XL,purple
2757,182.88,83.91458845000001,XL,purple
2758,180.34,79.37866475,L,yellow
2759,170.18,59.874192840000006,L,yellow
2760,177.8,77.1107029,M,green
2761,187.96,81.6466266,XL,purple
2762,182.88,87.54332741,M,green
2763,185.42000000000002,79.37866475,M,green
2764,185.42000000000002,84.82177319,M,green
2765,170.18,68.0388555,L,yellow
2766,175.26,88.90410452,XS,blue
2767,182.88,104.32624510000001,L,yellow
2768,180.34,74.84274105,M,green
2769,182.88,81.6466266,XS,blue
2770,180.34,88.45051215000001,L,yellow
2771,180.34,78.01788764,L,yellow
2772,185.42000000000002,72.57477920000001,L,yellow
2773,167.64000000000001,68.0388555,XL,purple
2774,182.88,93.44002822,XL,purple
2775,177.8,75.74992579,M,green
2776,180.34,80.73944186,L,yellow
2777,185.42000000000002,79.37866475,L,yellow
2778,177.8,79.83225712000001,XS,blue
2779,182.88,86.1825503,M,green
2780,175.26,73.93555631000001,L,yellow
2781,180.34,68.0388555,M,green
2782,170.18,66.67807839000001,M,green
2783,175.26,77.1107029,M,green
2784,170.18,61.23496995,M,green
2785,177.8,82.55381134000001,L,yellow
2786,180.34,76.20351816,XS,blue
2787,187.96,99.79032140000001,XL,purple
2788,187.96,86.1825503,L,yellow
2789,193.04,92.53284348000001,L,yellow
2790,175.26,65.77089365,L,yellow
2791,175.26,68.0388555,M,green
2792,175.26,88.45051215000001,M,green
2793,180.34,72.57477920000001,L,yellow
2794,172.72,79.37866475,M,green
2795,152.4,47.62719885,S,red
2796,175.26,79.83225712000001,XL,purple
2797,177.8,90.718474,XL,purple
2798,180.34,72.57477920000001,XL,purple
2799,177.8,74.84274105,M,green
2800,177.8,83.91458845000001,L,yellow
2801,182.88,60.781377580000004,M,green
2802,170.18,65.77089365,M,green
2803,185.42000000000002,89.81128926000001,M,green
2804,182.88,67.13167076,M,green
2805,180.34,72.57477920000001,L,yellow
2806,167.64000000000001,67.13167076,M,green
2807,177.8,72.57477920000001,S,red
2808,182.88,79.37866475,XL,purple
2809,182.88,77.1107029,XL,purple
2810,172.72,81.6466266,M,green
2811,175.26,68.0388555,L,yellow
2812,180.34,81.19303423000001,M,green
2813,170.18,76.20351816,L,yellow
2814,180.34,77.1107029,M,green
2815,170.18,64.41011654,S,red
2816,185.42000000000002,64.86370891,XL,purple
2817,162.56,74.84274105,M,green
2818,167.64000000000001,94.34721296000001,M,green
2819,162.56,68.0388555,L,yellow
2820,170.18,65.77089365,L,yellow
2821,177.8,79.37866475,L,yellow
2822,187.96,97.52235955,M,green
2823,180.34,77.1107029,M,green
2824,177.8,77.1107029,S,red
2825,172.72,81.6466266,S,red
2826,175.26,69.85322498000001,L,yellow
2827,172.72,86.63614267,XS,blue
2828,177.8,73.48196394,XS,blue
2829,185.42000000000002,97.52235955,XL,purple
2830,187.96,73.48196394,L,yellow
2831,195.58,106.59420695,L,yellow
2832,187.96,111.13013065000001,L,yellow
2833,177.8,79.83225712000001,S,red
2834,180.34,70.30681735,XL,purple
2835,180.34,95.2543977,S,red
2836,180.34,87.08973504000001,L,yellow
2837,167.64000000000001,62.142154690000005,L,yellow
2838,180.34,83.91458845000001,M,green
2839,182.88,89.35769689,L,yellow
2840,180.34,77.1107029,L,yellow
2841,177.8,72.57477920000001,S,red
2842,182.88,79.37866475,M,green
2843,187.96,81.6466266,L,yellow
2844,172.72,77.1107029,S,red
2845,182.88,90.718474,L,yellow
2846,185.42000000000002,95.2543977,XL,purple
2847,172.72,81.6466266,L,yellow
2848,185.42000000000002,95.2543977,L,yellow
2849,182.88,82.55381134000001,XL,purple
2850,175.26,83.46099608,L,yellow
2851,175.26,92.98643585,L,yellow
2852,182.88,102.05828325,L,yellow
2853,177.8,75.29633342000001,XL,purple
2854,177.8,65.77089365,XL,purple
2855,190.5,95.2543977,L,yellow
2856,167.64000000000001,61.23496995,L,yellow
2857,177.8,74.84274105,XS,blue
2858,160.02,68.0388555,L,yellow
2859,165.1,68.94604024,XL,purple
2860,180.34,69.85322498000001,M,green
2861,160.02,71.66759446,XL,purple
2862,175.26,77.1107029,L,yellow
2863,180.34,86.1825503,L,yellow
2864,180.34,78.47148001000001,XS,blue
2865,165.1,77.1107029,L,yellow
2866,170.18,99.79032140000001,L,yellow
2867,167.64000000000001,81.6466266,XL,purple
2868,175.26,81.6466266,M,green
2869,185.42000000000002,49.895160700000005,S,red
2870,187.96,78.01788764,L,yellow
2871,177.8,83.91458845000001,XS,blue
2872,170.18,78.01788764,M,green
2873,170.18,72.57477920000001,M,green
2874,190.5,78.92507238,L,yellow
2875,190.5,99.79032140000001,XL,purple
2876,195.58,99.79032140000001,L,yellow
2877,172.72,102.05828325,L,yellow
2878,182.88,97.52235955,M,green
2879,167.64000000000001,96.16158244,XL,purple
2880,177.8,123.37712464,L,yellow
2881,182.88,86.1825503,M,green
2882,175.26,92.98643585,XL,purple
2883,167.64000000000001,83.91458845000001,M,green
2884,172.72,83.91458845000001,M,green
2885,182.88,102.05828325,XL,purple
2886,175.26,81.19303423000001,L,yellow
2887,180.34,80.73944186,M,green
2888,195.58,129.27382545,L,yellow
2889,177.8,92.98643585,L,yellow
2890,170.18,75.74992579,L,yellow
2891,172.72,63.04933943,L,yellow
2892,180.34,88.90410452,XS,blue
2893,177.8,74.84274105,M,green
2894,172.72,88.45051215000001,M,green
2895,182.88,83.00740371,S,red
2896,170.18,78.01788764,M,green
2897,182.88,83.91458845000001,M,green
2898,172.72,56.69904625,L,yellow
2899,187.96,106.59420695,M,green
2900,180.34,69.39963261,L,yellow
2901,180.34,104.32624510000001,M,green
2902,182.88,112.03731539,M,green
2903,162.56,53.523899660000005,M,green
2904,170.18,85.27536556,L,yellow
2905,190.5,97.06876718000001,L,yellow
2906,180.34,88.45051215000001,S,red
2907,182.88,72.57477920000001,L,yellow
2908,187.96,94.80080533,L,yellow
2909,175.26,61.23496995,S,red
2910,175.26,95.2543977,XL,purple
2911,172.72,72.57477920000001,M,green
2912,177.8,81.6466266,M,green
2913,180.34,105.23342984,M,green
2914,175.26,106.59420695,XL,purple
2915,172.72,81.6466266,S,red
2916,175.26,77.1107029,XL,purple
2917,177.8,87.54332741,XL,purple
2918,182.88,87.54332741,XL,purple
2919,177.8,99.79032140000001,M,green
2920,185.42000000000002,105.68702221000001,L,yellow
2921,182.88,68.0388555,XL,purple
2922,180.34,88.45051215000001,XL,purple
2923,182.88,80.73944186,L,yellow
2924,175.26,72.57477920000001,XL,purple
2925,175.26,77.1107029,M,green
2926,167.64000000000001,70.30681735,M,green
2927,167.64000000000001,70.30681735,M,green
2928,187.96,81.6466266,XL,purple
2929,170.18,80.28584949,L,yellow
2930,193.04,95.2543977,M,green
2931,177.8,87.54332741,M,green
2932,182.88,74.84274105,L,yellow
2933,172.72,93.89362059,XL,purple
2934,175.26,92.98643585,XL,purple
2935,177.8,88.45051215000001,L,yellow
